time,pos_robotX,pos_robotY
0.10232114791870117,0.0797786265612,-0.04163479059934616
9.11240005493164,0.115712471306,-0.04025415703654289
9.319053411483765,0.0805426985025,-0.11178745329380035
10.340971231460571,0.119167216122,-0.14783012866973877
10.86002779006958,0.152602374554,-0.23661459982395172
11.163960456848145,0.223870694637,-0.2669661343097687
11.574788093566895,0.254825234413,-0.33762282133102417
11.677232027053833,0.289578557014,-0.3496590256690979
12.288994789123535,0.32168084383,-0.435324102640152
12.29202938079834,0.353998214006,-0.43774551153182983
12.595637559890747,0.384919136763,-0.4721842408180237
13.21022081375122,0.454941034317,-0.5461732149124146
13.623743772506714,0.488745361567,-0.6202619075775146
13.724915742874146,0.524247705936,-0.6302223205566406
14.54470157623291,0.612110555172,-0.741689145565033
15.155566215515137,0.682090342045,-0.8183337450027466
15.671037912368774,0.712804853916,-0.903546929359436
15.771233320236206,0.742885947227,-0.9152108430862427
16.382609128952026,0.77533185482,-1.0030670166015625
16.485846519470215,0.818966805935,-1.0155121088027954
17.102482795715332,0.869440793991,-1.1125284433364868
17.61574149131775,0.90022110939,-1.1959275007247925
17.71805739402771,0.93383783102,-1.1927427053451538
18.125505924224854,0.974770963192,-1.2452162504196167
18.23156476020813,1.0127209425,-1.2529442310333252
18.436184883117676,1.09153521061,-1.2232975959777832
18.744057655334473,1.1215981245,-1.2714123725891113
19.14970088005066,1.18170404434,-1.2148826122283936
19.455188274383545,1.21325778961,-1.2527936697006226
19.66190505027771,1.2468765974,-1.2775969505310059
19.765234231948853,1.28326058388,-1.2458207607269287
19.87040686607361,1.31347513199,-1.2560923099517822
20.58466148376465,1.34404921532,-1.2864199876785278
21.198013067245483,1.30137932301,-1.3060280084609985
21.301193952560425,1.26940596104,-1.3024072647094727
21.503065824508667,1.23610568047,-1.37404465675354
21.607444763183594,1.20189571381,-1.4153116941452026
25.70443105697632,2.379269599914551,-2.933821678161621
25.706382989883423,1.1983730793,-1.486315369606018
26.934457540512085,2.379269599914551,-2.933821678161621
26.93590259552002,1.2012488842,-1.5282617807388306
27.649210214614868,1.2402677536,-1.4572875499725342
27.956841468811035,1.28692531586,-1.5040453672409058
28.263933181762695,2.379269599914551,-2.933821678161621
28.26475715637207,1.32542788982,-1.4159945249557495
28.266746759414673,1.36883807182,-1.4503289461135864
28.46646761894226,1.45244777203,-1.5853503942489624
28.571024417877197,1.51380240917,-1.6331597566604614
