time,pos_ballX,pos_ballY,pos_robotX,pos_robotY,seen_robotX,seen_robotY,state
865.863141,-5.961191,-0.393089,0.001955,0.006936,0.000000,0.000000,-1
868.308626,-5.951430,-0.544426,0.048573,0.012657,0.000000,0.000000,-1
868.510033,-5.951430,-0.544426,0.088037,0.008662,0.000000,0.000000,-1
868.714241,-5.949007,-0.612543,0.139675,-0.001764,0.000000,0.000000,-1
868.914526,-5.949007,-0.612543,0.176008,-0.004550,0.000000,0.000000,-1
869.115571,-5.949007,-0.612543,0.255813,-0.000353,0.000000,0.000000,-1
869.319094,-5.949007,-0.612543,0.286220,-0.000521,0.000000,0.000000,-1
869.522223,-5.949007,-0.612543,0.363654,-0.012724,0.000000,0.000000,-1
869.728011,-5.975700,-0.144370,0.405536,-0.027260,0.000000,0.000000,-1
869.933484,-5.975700,-0.144370,0.462070,-0.031942,0.000000,0.000000,-1
870.138750,-5.975700,-0.144370,0.526689,-0.041377,0.000000,0.000000,-1
870.341977,-5.975700,-0.144370,0.567589,-0.050030,0.000000,0.000000,-1
870.545577,-5.975700,-0.144370,0.648024,-0.051391,0.000000,0.000000,-1
870.950444,-5.961257,-0.665282,0.730530,-0.033840,0.000000,0.000000,-1
871.152916,-5.961257,-0.665282,0.782782,-0.033815,0.000000,0.000000,-1
871.353609,-5.961257,-0.665282,0.827456,-0.028190,0.000000,0.000000,-1
871.554878,-5.961257,-0.665282,0.903148,-0.030810,0.000000,0.000000,-1
871.958849,-6.003302,0.017114,0.992836,-0.047071,0.000000,0.000000,-1
872.163627,-6.003302,0.017114,1.040042,-0.049621,0.000000,0.000000,-1
872.368979,-6.003302,0.017114,1.089852,-0.059470,0.000000,0.000000,-1
872.569706,-6.003302,0.017114,1.169315,-0.059655,0.000000,0.000000,-1
872.973965,-5.920586,-1.214392,1.262745,-0.047546,0.000000,0.000000,-1
873.175851,-5.920586,-1.214392,1.302647,-0.042509,0.000000,0.000000,-1
873.378551,-5.920586,-1.214392,1.360670,-0.036179,0.000000,0.000000,-1
873.579707,-5.920586,-1.214392,1.427436,-0.030848,0.000000,0.000000,-1
873.785007,-6.015903,-0.216838,1.459825,-0.056177,0.000000,0.000000,-1
873.990288,-6.015903,-0.216838,1.542803,-0.057809,0.000000,0.000000,-1
874.192211,-6.015903,-0.216838,1.575985,-0.058991,0.000000,0.000000,-1
874.393762,-6.015903,-0.216838,1.640115,-0.067463,0.000000,0.000000,-1
874.597023,-6.015903,-0.216838,1.697031,-0.073227,0.000000,0.000000,-1
874.997672,-6.001805,-0.708468,1.804989,-0.073798,0.000000,0.000000,-1
875.403636,-6.001805,-0.708468,1.909171,-0.066689,0.000000,0.000000,-1
875.607432,-6.001805,-0.708468,1.950174,-0.064311,0.000000,0.000000,-1
875.810796,-6.009898,-0.555491,2.007513,-0.072607,0.000000,0.000000,-1
876.016571,-6.009898,-0.555491,2.075450,-0.073358,0.000000,0.000000,-1
876.420387,-6.009898,-0.555491,2.187494,-0.070953,0.000000,0.000000,-1
876.620674,-6.011269,-0.176716,2.230515,-0.074163,0.000000,0.000000,-1
876.821501,-6.011269,-0.176716,2.290729,-0.067315,0.000000,0.000000,-1
877.023958,-6.011269,-0.176716,2.346131,-0.062512,0.000000,0.000000,-1
877.226928,-6.011269,-0.176716,2.386543,-0.064082,0.000000,0.000000,-1
877.432589,-6.011269,-0.176716,2.466265,-0.055088,0.000000,0.000000,-1
877.641227,-5.983142,-0.598320,2.508565,-0.047537,0.000000,0.000000,-1
877.842865,-5.983142,-0.598320,2.571020,-0.036603,0.000000,0.000000,-1
878.043471,-5.983142,-0.598320,2.626822,-0.024056,0.000000,0.000000,-1
878.245471,-5.983142,-0.598320,2.671047,-0.013377,0.000000,0.000000,-1
878.451181,-5.983142,-0.598320,2.745237,-0.016599,0.000000,0.000000,-1
878.655832,-5.987801,0.242000,2.778095,-0.019888,0.000000,0.000000,-1
878.857129,-5.987801,0.242000,2.853318,-0.007155,0.000000,0.000000,-1
879.057317,-5.987801,0.242000,2.885557,-0.001063,0.000000,0.000000,-1
879.260737,-5.987801,0.242000,2.917387,0.002633,0.000000,0.000000,-1
887.583172,-5.986130,-0.358758,2.881804,0.000858,0.000000,0.000000,-1
891.234384,-5.992741,-0.021617,2.911986,0.013550,0.000000,0.000000,-1
